attempt_id,student_id,question_id,topic,difficulty,timestamp,selected_option,is_correct,time_taken_seconds
A003191,S039,Q0035,Data_Structures,4.0,2026-08-29 12:48:57,b,0,58.0
A002378,S029,Q0014,Python,3.0,2026-08-29 12:51:57,a,1,26.0
A000782,S010,Q0026,Data_Structures,2.0,2026-08-29 12:58:57,a,1,35.0
A000179,S003,Q0052,AI_Basics,3.0,2026-08-29 13:05:57,b,1,38.0
A002860,S035,Q0045,Statistics,1.0,2026-08-29 13:06:57,b,1,28.0
A002046,S025,Q0015,Python,2.0,2026-08-29 13:55:57,b,1,22.0
A000422,S006,Q0102,RNN,2.0,2026-08-29 13:56:57,a,1,29.0
A000529,S007,Q0094,CNN,5.0,2026-08-29 13:59:57,b,0,60.0
A001304,S016,Q0054,AI_Basics,4.0,2026-08-29 14:07:57,b,1,39.0
A003030,S037,Q0075,Neural_Networks,5.0,2026-08-29 14:09:57,c,0,56.0
A000784,S010,Q0113,LSTM,5.0,2026-08-29 14:12:57,c,0,60.0
A002461,S030,Q0111,LSTM,1.0,2026-08-29 14:20:57,a,1,32.0
A002532,S031,Q0085,CNN,5.0,2026-08-29 14:36:57,b,1,40.0
A000966,S012,Q0102,RNN,2.0,2026-08-29 14:37:57,a,1,19.0
A003192,S039,Q0067,ML,3.0,2026-08-29 14:45:57,d,0,48.0
A002712,S033,Q0037,Statistics,4.0,2026-08-29 14:46:57,c,1,43.0
A002288,S028,Q0087,CNN,1.0,2026-08-29 14:47:57,b,1,18.0
A001457,S018,Q0091,CNN,2.0,2026-08-29 14:47:57,d,0,41.0
A002462,S030,Q0093,CNN,4.0,2026-08-29 14:52:57,b,1,63.0
A001871,S023,Q0011,Math_Basics,1.0,2026-08-29 14:54:57,c,1,25.0
A000787,S010,Q0028,Data_Structures,5.0,2026-08-29 14:55:57,c,0,59.0
A000099,S002,Q0100,RNN,3.0,2026-08-29 15:01:57,b,1,23.0
A000097,S002,Q0088,CNN,2.0,2026-08-29 15:12:57,b,1,21.0
A000008,S001,Q0038,Statistics,2.0,2026-08-29 15:17:57,b,1,26.0
A003288,S040,Q0105,RNN,4.0,2026-08-29 15:21:57,b,1,42.0
A000612,S008,Q0045,Statistics,1.0,2026-08-29 15:35:57,c,0,40.0
A003286,S040,Q0007,Math_Basics,5.0,2026-08-29 15:44:57,b,0,53.0
A001225,S015,Q0027,Data_Structures,2.0,2026-08-29 15:44:57,b,1,35.0
A000968,S012,Q0004,Math_Basics,2.0,2026-08-29 15:47:57,b,1,21.0
A002622,S032,Q0032,Data_Structures,5.0,2026-08-29 15:47:57,b,0,59.0
A000878,S011,Q0090,CNN,1.0,2026-08-29 15:55:57,a,1,29.0
A000528,S007,Q0123,NLP,3.0,2026-08-29 15:55:57,d,0,47.0
A001872,S023,Q0126,NLP,2.0,2026-08-29 15:58:57,b,1,40.0
A000614,S008,Q0014,Python,3.0,2026-08-29 16:04:57,b,0,41.0
A001801,S022,Q0087,CNN,1.0,2026-08-29 16:05:57,b,1,7.0
A000095,S002,Q0022,Python,4.0,2026-08-29 16:11:57,a,1,55.0
A002291,S028,Q0082,Neural_Networks,2.0,2026-08-29 16:23:57,b,1,21.0
A001051,S013,Q0110,LSTM,2.0,2026-08-29 16:25:57,b,0,39.0
A001121,S014,Q0104,RNN,2.0,2026-08-29 16:32:57,c,0,36.0
A000699,S009,Q0058,AI_Basics,5.0,2026-08-29 16:32:57,a,0,73.0
A001713,S021,Q0123,NLP,3.0,2026-08-29 16:33:57,b,0,34.0
A001305,S016,Q0112,LSTM,3.0,2026-08-29 16:41:57,a,1,53.0
A002620,S032,Q0027,Data_Structures,2.0,2026-08-29 16:43:57,b,1,33.0
A000267,S004,Q0062,ML,2.0,2026-08-29 16:43:57,b,0,38.0
A002942,S036,Q0063,ML,2.0,2026-08-29 16:55:57,d,0,43.0
A001461,S018,Q0010,Math_Basics,2.0,2026-08-29 17:04:57,b,1,46.0
A001802,S022,Q0007,Math_Basics,5.0,2026-08-29 17:08:57,d,0,52.0
A000100,S002,Q0045,Statistics,1.0,2026-08-29 17:10:57,b,1,33.0
A002045,S025,Q0040,Statistics,3.0,2026-08-29 17:17:57,b,1,29.0
A001052,S013,Q0130,NLP,2.0,2026-08-29 17:21:57,d,0,48.0
A000009,S001,Q0119,LSTM,4.0,2026-08-29 17:21:57,c,0,65.0
A000701,S009,Q0056,AI_Basics,1.0,2026-08-29 17:22:57,d,0,26.0
A002857,S035,Q0119,LSTM,4.0,2026-08-29 17:25:57,a,0,
A001127,S014,Q0010,Math_Basics,2.0,2026-08-29 17:28:57,d,0,48.0
A002377,S029,Q0079,Neural_Networks,5.0,2026-08-29 17:29:57,c,0,44.0
A000700,S009,Q0043,Statistics,4.0,2026-08-29 17:34:57,d,0,61.0
A001047,S013,Q0071,ML,3.0,2026-08-29 17:37:57,a,0,50.0
A001303,S016,Q0129,NLP,1.0,2026-08-29 17:42:57,b,1,16.0
A003110,S038,Q0010,Math_Basics,2.0,2026-08-29 17:42:57,c,0,30.0
A000785,S010,Q0007,Math_Basics,5.0,2026-08-29 17:45:57,d,0,71.0
A001459,S018,Q0129,NLP,1.0,2026-08-29 17:48:57,b,1,33.0
A002711,S033,Q0064,ML,1.0,2026-08-29 17:50:57,a,1,13.0
A000350,S005,Q0104,RNN,2.0,2026-08-29 17:59:57,b,1,42.0
A001538,S019,Q0025,Data_Structures,4.0,2026-08-29 18:07:57,c,1,41.0
A002784,S034,Q0072,ML,5.0,2026-08-29 18:09:57,c,0,63.0
A001874,S023,Q0079,Neural_Networks,5.0,2026-08-29 18:21:57,b,1,51.0
A003031,S037,Q0061,ML,3.0,2026-08-29 18:25:57,b,1,30.0
A001119,S014,Q0006,Math_Basics,5.0,2026-08-29 18:33:57,c,0,71.0
A001712,S021,Q0036,Data_Structures,4.0,2026-08-29 18:40:57,b,1,33.0
A000011,S001,Q0017,Python,2.0,2026-08-29 18:46:57,b,1,38.0
A002110,S026,Q0039,Statistics,3.0,2026-08-29 18:51:57,b,1,19.0
A001301,S016,Q0081,Neural_Networks,5.0,2026-08-29 19:08:57,a,0,60.0
A002943,S036,Q0022,Python,4.0,2026-08-29 19:10:57,c,0,43.0
A002380,S029,Q0053,AI_Basics,4.0,2026-08-29 19:13:57,a,0,42.0
A002945,S036,Q0027,Data_Structures,2.0,2026-08-29 19:13:57,a,0,29.0
A002859,S035,Q0057,AI_Basics,1.0,2026-08-29 19:33:57,a,1,26.0
A002710,S033,Q0058,AI_Basics,5.0,2026-08-29 19:43:57,d,0,60.0
A001458,S018,Q0024,Python,1.0,2026-08-29 19:43:57,b,0,17.0
A003028,S037,Q0054,AI_Basics,4.0,2026-08-29 19:46:57,c,0,53.0
A000345,S005,Q0034,Data_Structures,3.0,2026-08-29 19:47:57,c,0,47.0
A000423,S006,Q0068,ML,2.0,2026-08-29 19:48:57,b,1,11.0
A002946,S036,Q0118,LSTM,4.0,2026-08-29 20:03:57,d,0,61.0
A002624,S032,Q0114,LSTM,2.0,2026-08-29 20:05:57,a,0,40.0
A002043,S025,Q0118,LSTM,4.0,2026-08-29 20:18:57,b,1,39.0
A001125,S014,Q0078,Neural_Networks,3.0,2026-08-29 20:19:57,c,0,-5.0
A003029,S037,Q0038,Statistics,2.0,2026-08-29 20:21:57,b,1,28.0
A001634,S020,Q0043,Statistics,4.0,2026-08-29 20:25:57,c,1,29.0
A001799,S022,Q0054,AI_Basics,4.0,2026-08-29 20:35:57,b,1,33.0
A000427,S006,Q0034,Data_Structures,3.0,2026-08-29 20:38:57,b,1,35.0
A000783,S010,Q0001,Math_Basics,5.0,2026-08-29 20:54:57,a,0,68.0
A001958,S024,Q0033,Data_Structures,2.0,2026-08-29 20:59:57,b,1,20.0
A003195,S039,Q0097,RNN,2.0,2026-08-29 21:03:57,c,0,44.0
A002463,S030,Q0085,CNN,5.0,2026-08-29 21:12:57,d,0,63.0
A000530,S007,Q0020,Python,2.0,2026-08-29 21:17:57,b,0,44.0
A002941,S036,Q0076,Neural_Networks,2.0,2026-08-29 21:35:57,d,0,38.0
A001300,S016,Q0019,Python,5.0,2026-08-29 21:40:57,c,0,52.0
A002113,S026,Q0067,ML,3.0,2026-08-29 21:49:57,d,0,22.0
A002200,S027,Q0088,CNN,2.0,2026-08-29 21:49:57,b,1,13.0
A002533,S031,Q0015,Python,2.0,2026-08-29 21:52:57,b,1,38.0
A002204,S027,Q0104,RNN,2.0,2026-08-29 21:58:57,b,1,21.0
A001960,S024,Q0087,CNN,1.0,2026-08-29 22:04:57,b,1,32.0
A002283,S028,Q0119,LSTM,4.0,2026-08-29 22:07:57,b,1,33.0
A000526,S007,Q0074,Neural_Networks,3.0,2026-08-29 22:09:57,c,0,49.0
A000264,S004,Q0080,Neural_Networks,2.0,2026-08-29 22:28:57,b,0,39.0
A000967,S012,Q0096,CNN,3.0,2026-08-29 22:35:57,b,1,31.0
A002111,S026,Q0109,LSTM,4.0,2026-08-29 22:41:57,a,1,55.0
A002289,S028,Q0088,CNN,2.0,2026-08-29 22:42:57,b,1,28.0
A002379,S029,Q0017,Python,2.0,2026-08-29 22:49:57,b,1,17.0
A002708,S033,Q0114,LSTM,2.0,2026-08-29 23:00:57,c,1,18.0
A000098,S002,Q0092,CNN,3.0,2026-08-29 23:03:57,a,1,26.0
A001124,S014,Q0011,Math_Basics,1.0,2026-08-29 23:15:57,d,0,40.0
A001873,S023,Q0009,Math_Basics,2.0,2026-08-29 23:30:57,a,1,32.0
A000879,S011,Q0120,LSTM,5.0,2026-08-29 23:35:57,b,1,47.0
A001876,S023,Q0123,NLP,3.0,2026-08-29 23:39:57,a,1,40.0
A002114,S026,Q0093,CNN,4.0,2026-08-29 23:48:57,b,1,48.0
A003111,S038,Q0128,NLP,1.0,2026-08-29 23:53:57,b,1,20.0
A000786,S010,Q0084,Neural_Networks,1.0,2026-08-29 23:54:57,d,0,44.0
A000347,S005,Q0040,Statistics,3.0,2026-08-30 00:05:57,b,1,47.0
A000789,S010,Q0090,CNN,1.0,2026-08-30 00:11:57,b,0,29.0
A002623,S032,Q0011,Math_Basics,1.0,2026-08-30 00:13:57,d,0,31.0
A001539,S019,Q0113,LSTM,5.0,2026-08-30 00:21:57,b,1,52.0
A000527,S007,Q0002,Math_Basics,4.0,2026-08-30 00:33:57,a,0,47.0
A001120,S014,Q0094,CNN,5.0,2026-08-30 00:43:57,d,0,69.0
A000426,S006,Q0028,Data_Structures,5.0,2026-08-30 00:48:57,d,0,39.0
A001378,S017,Q0046,Statistics,3.0,2026-08-30 00:52:57,c,1,28.0
A002112,S026,Q0004,Math_Basics,2.0,2026-08-30 01:01:57,b,1,27.0
A000344,S005,Q0004,Math_Basics,2.0,2026-08-30 01:03:57,b,1,38.0
A002047,S025,Q0002,Math_Basics,4.0,2026-08-30 01:09:57,c,1,21.0
A001122,S014,Q0048,Statistics,4.0,2026-08-30 01:29:57,c,0,62.0
A000181,S003,Q0116,LSTM,1.0,2026-08-30 01:32:57,d,0,27.0
A000618,S008,Q0013,Python,2.0,2026-08-30 01:32:57,b,1,42.0
A001126,S014,Q0031,Data_Structures,3.0,2026-08-30 01:36:57,a,0,37.0
A001380,S017,Q0055,AI_Basics,3.0,2026-08-30 01:40:57,a,1,33.0
A001046,S013,Q0080,Neural_Networks,2.0,2026-08-30 02:15:57,b,0,46.0
A001540,S019,Q0095,CNN,5.0,2026-08-30 02:29:57,a,0,37.0
A001632,S020,Q0003,Math_Basics,1.0,2026-08-30 02:41:57,b,1,12.0
A001956,S024,Q0128,NLP,1.0,2026-08-30 02:41:57,b,1,26.0
A000876,S011,Q0026,Data_Structures,2.0,2026-08-30 02:41:57,a,1,23.0
A002044,S025,Q0070,ML,5.0,2026-08-30 02:43:57,c,0,46.0
A000610,S008,Q0003,Math_Basics,1.0,2026-08-30 02:44:57,b,1,32.0
A000263,S004,Q0039,Statistics,3.0,2026-08-30 02:52:57,d,0,36.0
A002202,S027,Q0092,CNN,3.0,2026-08-30 03:16:57,a,1,24.0
A000613,S008,Q0115,LSTM,4.0,2026-08-30 03:17:57,b,0,61.0
A000270,S004,Q0033,Data_Structures,2.0,2026-08-30 03:24:57,b,1,39.0
A000430,S006,Q0037,Statistics,4.0,2026-08-30 03:34:57,b,0,42.0
A000107,S002,Q0001,Math_Basics,5.0,2026-08-30 03:34:57,d,0,68.0
A000792,S010,Q0026,Data_Structures,2.0,2026-08-30 03:52:57,b,0,35.0
A001636,S020,Q0086,CNN,2.0,2026-08-30 03:55:57,b,1,25.0
A002382,S029,Q0107,RNN,1.0,2026-08-30 03:57:57,a,1,16.0
A000706,S009,Q0017,Python,2.0,2026-08-30 04:13:57,d,0,43.0
A002719,S033,Q0021,Python,5.0,2026-08-30 04:19:57,b,1,39.0
A000272,S004,Q0089,CNN,1.0,2026-08-30 04:26:57,a,0,22.0
A002863,S035,Q0003,Math_Basics,1.0,2026-08-30 04:26:57,b,1,18.0
A000431,S006,Q0019,Python,5.0,2026-08-30 04:30:57,b,1,41.0
A000621,S008,Q0053,AI_Basics,4.0,2026-08-30 04:31:57,d,0,61.0
A000532,S007,Q0020,Python,2.0,2026-08-30 04:40:57,c,1,36.0
A001807,S022,Q0021,Python,5.0,2026-08-30 04:44:57,b,1,33.0
A001806,S022,Q0101,RNN,1.0,2026-08-30 04:56:57,b,1,19.0
A002949,S036,Q0015,Python,2.0,2026-08-30 04:58:57,b,1,32.0
A000883,S011,Q0117,LSTM,5.0,2026-08-30 05:02:57,b,1,53.0
A001231,S015,Q0059,AI_Basics,4.0,2026-08-30 05:02:57,a,1,47.0
A000791,S010,Q0103,RNN,3.0,2026-08-30 05:06:57,c,0,-5.0
A000429,S006,Q0084,Neural_Networks,1.0,2026-08-30 05:08:57,b,1,16.0
A001056,S013,Q0038,Statistics,2.0,2026-08-30 05:11:57,c,0,49.0
A000106,S002,Q0123,NLP,3.0,2026-08-30 05:12:57,b,0,45.0
A001462,S018,Q0031,Data_Structures,3.0,2026-08-30 05:15:57,b,0,44.0
A000017,S001,Q0096,CNN,3.0,2026-08-30 05:24:57,b,1,38.0
A002296,S028,Q0036,Data_Structures,4.0,2026-08-30 05:39:57,d,0,56.0
A001962,S024,Q0005,Math_Basics,3.0,2026-08-30 05:53:57,b,0,37.0
A001132,S014,Q0083,Neural_Networks,4.0,2026-08-30 06:22:57,d,0,68.0
A002120,S026,Q0013,Python,2.0,2026-08-30 06:31:57,b,1,26.0
A001131,S014,Q0043,Statistics,4.0,2026-08-30 06:35:57,b,0,61.0
A002386,S029,Q0064,ML,1.0,2026-08-30 06:41:57,a,1,27.0
A001232,S015,Q0044,Statistics,3.0,2026-08-30 06:43:57,c,1,33.0
A001803,S022,Q0010,Math_Basics,2.0,2026-08-30 06:55:57,b,1,24.0
A003295,S040,Q0099,RNN,2.0,2026-08-30 07:12:57,a,1,17.0
A003118,S038,Q0084,Neural_Networks,1.0,2026-08-30 07:13:57,b,1,29.0
A001228,S015,Q0054,AI_Basics,4.0,2026-08-30 07:26:57,d,0,33.0
A002536,S031,Q0030,Data_Structures,2.0,2026-08-30 07:40:57,c,1,26.0
A002951,S036,Q0070,ML,5.0,2026-08-30 07:48:57,c,0,66.0
A000794,S010,Q0012,Math_Basics,4.0,2026-08-30 07:52:57,c,0,62.0
A000104,S002,Q0112,LSTM,3.0,2026-08-30 07:56:57,a,1,36.0
A002049,S025,Q0061,ML,3.0,2026-08-30 08:11:57,a,0,41.0
A001464,S018,Q0036,Data_Structures,4.0,2026-08-30 08:13:57,c,0,65.0
A000705,S009,Q0007,Math_Basics,5.0,2026-08-30 08:15:57,a,0,76.0
A002383,S029,Q0035,Data_Structures,4.0,2026-08-30 08:20:57,b,0,36.0
A002865,S035,Q0027,Data_Structures,2.0,2026-08-30 08:22:57,b,1,44.0
A002630,S032,Q0102,RNN,2.0,2026-08-30 08:28:57,b,0,35.0
A002384,S029,Q0118,LSTM,4.0,2026-08-30 08:42:57,c,0,66.0
A001388,S017,Q0047,Statistics,5.0,2026-08-30 08:44:57,b,1,34.0
A002539,S031,Q0086,CNN,2.0,2026-08-30 09:00:57,b,1,15.0
A000273,S004,Q0028,Data_Structures,5.0,2026-08-30 09:08:57,c,0,53.0
A001386,S017,Q0122,NLP,5.0,2026-08-30 09:12:57,b,1,43.0
A003204,S039,Q0077,Neural_Networks,2.0,2026-08-30 09:21:57,b,0,34.0
A001307,S016,Q0088,CNN,2.0,2026-08-30 09:28:57,d,0,28.0
A003116,S038,Q0065,ML,1.0,2026-08-30 09:33:57,b,1,24.0
A003198,S039,Q0129,NLP,1.0,2026-08-30 09:52:57,b,1,36.0
A001547,S019,Q0121,NLP,3.0,2026-08-30 09:54:57,a,1,48.0
A001055,S013,Q0122,NLP,5.0,2026-08-30 10:10:57,c,0,85.0
A002632,S032,Q0024,Python,1.0,2026-08-30 10:16:57,c,1,29.0
A003203,S039,Q0103,RNN,3.0,2026-08-30 10:23:57,d,0,38.0
A002295,S028,Q0095,CNN,5.0,2026-08-30 10:24:57,a,0,51.0
A002387,S029,Q0036,Data_Structures,4.0,2026-08-30 10:25:57,b,1,50.0
A001548,S019,Q0123,NLP,3.0,2026-08-30 10:29:57,a,1,32.0
A002115,S026,Q0054,AI_Basics,4.0,2026-08-30 10:29:57,b,1,39.0
A000795,S010,Q0013,Python,2.0,2026-08-30 10:31:57,a,0,35.0
A001805,S022,Q0091,CNN,2.0,2026-08-30 10:39:57,b,1,20.0
A001546,S019,Q0043,Statistics,4.0,2026-08-30 10:41:57,b,0,46.0
A003201,S039,Q0003,Math_Basics,1.0,2026-08-30 10:42:57,a,0,23.0
A000620,S008,Q0098,RNN,4.0,2026-08-30 10:45:57,b,0,60.0
A001883,S023,Q0011,Math_Basics,1.0,2026-08-30 11:02:57,c,1,18.0
A000884,S011,Q0011,Math_Basics,1.0,2026-08-30 11:13:57,b,0,25.0
A000101,S002,Q0053,AI_Basics,4.0,2026-08-30 11:17:57,a,0,49.0
A000188,S003,Q0052,AI_Basics,3.0,2026-08-30 11:22:57,d,0,36.0
A002866,S035,Q0054,AI_Basics,4.0,2026-08-30 11:26:57,a,0,61.0
A000970,S012,Q0046,Statistics,3.0,2026-08-30 11:35:57,c,1,41.0
A000886,S011,Q0026,Data_Structures,2.0,2026-08-30 11:58:57,a,1,12.0
A000108,S002,Q0095,CNN,5.0,2026-08-30 12:03:57,b,1,43.0
A002297,S028,Q0122,NLP,5.0,2026-08-30 12:24:57,a,0,51.0
A002118,S026,Q0113,LSTM,5.0,2026-08-30 12:40:57,c,0,47.0
A001809,S022,Q0005,Math_Basics,3.0,2026-08-30 13:04:57,a,1,26.0
A001879,S023,Q0095,CNN,5.0,2026-08-30 13:05:57,d,0,73.0
A000622,S008,Q0041,Statistics,4.0,2026-08-30 13:09:57,a,0,56.0
A001130,S014,Q0048,Statistics,4.0,2026-08-30 13:12:57,a,0,65.0
A002205,S027,Q0051,AI_Basics,3.0,2026-08-30 13:32:57,b,1,28.0
A002537,S031,Q0036,Data_Structures,4.0,2026-08-30 13:42:57,d,0,38.0
A001229,S015,Q0131,NLP,1.0,2026-08-30 13:55:57,a,1,12.0
A000269,S004,Q0130,NLP,2.0,2026-08-30 14:04:57,d,0,44.0
A000352,S005,Q0004,Math_Basics,2.0,2026-08-30 14:13:57,b,1,40.0
A000790,S010,Q0057,AI_Basics,1.0,2026-08-30 14:32:57,c,0,38.0
A003112,S038,Q0127,NLP,3.0,2026-08-30 14:40:57,c,0,54.0
A001544,S019,Q0053,AI_Basics,4.0,2026-08-30 14:42:57,c,0,40.0
A002116,S026,Q0043,Statistics,4.0,2026-08-30 14:43:57,c,1,30.0
A002465,S030,Q0064,ML,1.0,2026-08-30 14:48:57,a,1,19.0
A001719,S021,Q0021,Python,5.0,2026-08-30 15:10:57,b,1,47.0
A002119,S026,Q0085,CNN,5.0,2026-08-30 15:21:57,c,0,66.0
A001129,S014,Q0103,RNN,3.0,2026-08-30 15:25:57,c,0,47.0
A002717,S033,Q0043,Statistics,4.0,2026-08-30 15:36:57,c,1,37.0
A002292,S028,Q0076,Neural_Networks,2.0,2026-08-30 15:39:57,b,1,17.0
A001878,S023,Q0039,Statistics,3.0,2026-08-30 16:07:57,b,1,39.0
A002466,S030,Q0067,ML,3.0,2026-08-30 16:47:57,a,0,36.0
A000882,S011,Q0052,AI_Basics,3.0,2026-08-30 16:48:57,b,1,49.0
A001463,S018,Q0096,CNN,3.0,2026-08-30 16:49:57,a,0,49.0
A000971,S012,Q0068,ML,2.0,2026-08-30 16:52:57,b,1,22.0
A003292,S040,Q0059,AI_Basics,4.0,2026-08-30 16:53:57,a,1,42.0
A001465,S018,Q0093,CNN,4.0,2026-08-30 16:58:57,a,0,66.0
A002538,S031,Q0097,RNN,2.0,2026-08-30 16:58:57,b,1,25.0
A003199,S039,Q0079,Neural_Networks,5.0,2026-08-30 17:21:57,b,1,67.0
A000531,S007,Q0128,NLP,1.0,2026-08-30 17:26:57,b,1,26.0
A000623,S008,Q0031,Data_Structures,3.0,2026-08-30 17:31:57,d,0,54.0
A001226,S015,Q0012,Math_Basics,4.0,2026-08-30 17:36:57,c,0,47.0
A000353,S005,Q0090,CNN,1.0,2026-08-30 17:38:57,c,0,32.0
A001881,S023,Q0103,RNN,3.0,2026-08-30 17:49:57,b,1,31.0
A002628,S032,Q0083,Neural_Networks,4.0,2026-08-30 17:52:57,c,0,51.0
A000014,S001,Q0119,LSTM,4.0,2026-08-30 18:03:57,d,0,54.0
A001717,S021,Q0077,Neural_Networks,2.0,2026-08-30 18:14:57,a,1,23.0
A002631,S032,Q0066,ML,2.0,2026-08-30 18:20:57,a,1,43.0
A001804,S022,Q0004,Math_Basics,2.0,2026-08-30 18:33:57,b,1,28.0
A002864,S035,Q0052,AI_Basics,3.0,2026-08-30 18:38:57,b,1,50.0
A000707,S009,Q0113,LSTM,5.0,2026-08-30 18:39:57,b,1,69.0
A003037,S037,Q0004,Math_Basics,2.0,2026-08-30 18:58:57,b,1,33.0
A001716,S021,Q0120,LSTM,5.0,2026-08-30 19:03:57,b,1,42.0
A000434,S006,Q0009,Math_Basics,2.0,2026-08-30 19:12:57,a,1,35.0
A002625,S032,Q0033,Data_Structures,2.0,2026-08-30 19:18:57,b,1,31.0
A002117,S026,Q0027,Data_Structures,2.0,2026-08-30 19:27:57,b,1,31.0
A001230,S015,Q0107,RNN,1.0,2026-08-30 19:27:57,a,1,16.0
A001309,S016,Q0067,ML,3.0,2026-08-30 19:32:57,b,1,38.0
A002464,S030,Q0054,AI_Basics,4.0,2026-08-30 19:33:57,b,1,37.0
A002540,S031,Q0050,AI_Basics,3.0,2026-08-30 19:33:57,a,0,34.0
A003036,S037,Q0104,RNN,2.0,2026-08-30 19:35:57,a,0,41.0
A001227,S015,Q0020,Python,2.0,2026-08-30 19:37:57,c,1,9.0
A001383,S017,Q0057,AI_Basics,1.0,2026-08-30 19:43:57,a,1,12.0
A000793,S010,Q0097,RNN,2.0,2026-08-30 19:57:57,a,0,42.0
A001054,S013,Q0010,Math_Basics,2.0,2026-08-30 20:07:57,c,0,36.0
A001128,S014,Q0007,Math_Basics,5.0,2026-08-30 20:14:57,d,0,75.0
A001882,S023,Q0075,Neural_Networks,5.0,2026-08-30 20:17:57,c,0,47.0
A002626,S032,Q0088,CNN,2.0,2026-08-30 20:19:57,c,0,30.0
A000885,S011,Q0054,AI_Basics,4.0,2026-08-30 20:20:57,b,1,47.0
A001308,S016,Q0057,AI_Basics,1.0,2026-08-30 20:23:57,a,1,20.0
A003115,S038,Q0012,Math_Basics,4.0,2026-08-30 20:24:57,d,0,51.0
A003291,S040,Q0124,NLP,2.0,2026-08-30 20:35:57,a,1,15.0
A000186,S003,Q0005,Math_Basics,3.0,2026-08-30 20:41:57,a,1,31.0
A002385,S029,Q0109,LSTM,4.0,2026-08-30 20:42:57,b,0,50.0
A000187,S003,Q0069,ML,5.0,2026-08-30 20:48:57,c,0,58.0
A000703,S009,Q0020,Python,2.0,2026-08-30 20:49:57,b,0,37.0
A001808,S022,Q0013,Python,2.0,2026-08-30 20:55:57,b,1,19.0
A002862,S035,Q0127,NLP,3.0,2026-08-30 21:04:57,c,0,53.0
A000704,S009,Q0018,Python,1.0,2026-08-30 21:14:57,d,0,34.0
A000796,S010,Q0015,Python,2.0,2026-08-30 21:26:57,b,1,42.0
A003114,S038,Q0108,RNN,5.0,2026-08-30 21:32:57,a,0,55.0
A002294,S028,Q0012,Math_Basics,4.0,2026-08-30 21:44:57,a,1,33.0
A000016,S001,Q0006,Math_Basics,5.0,2026-08-30 21:47:57,b,1,57.0
A000185,S003,Q0026,Data_Structures,2.0,2026-08-30 21:49:57,a,1,
A001880,S023,Q0087,CNN,1.0,2026-08-30 22:08:57,d,0,30.0
A002716,S033,Q0095,CNN,5.0,2026-08-30 22:24:57,b,1,40.0
A003290,S040,Q0076,Neural_Networks,2.0,2026-08-30 22:28:57,b,1,26.0
A000268,S004,Q0062,ML,2.0,2026-08-30 22:32:57,a,1,46.0
A003293,S040,Q0082,Neural_Networks,2.0,2026-08-30 22:37:57,b,1,29.0
A000619,S008,Q0043,Statistics,4.0,2026-08-30 22:38:57,a,0,62.0
A000271,S004,Q0025,Data_Structures,4.0,2026-08-30 22:47:57,c,1,49.0
A001550,S019,Q0013,Python,2.0,2026-08-30 22:48:57,b,1,24.0
A000974,S012,Q0105,RNN,4.0,2026-08-30 22:49:57,c,0,29.0
A001381,S017,Q0088,CNN,2.0,2026-08-30 22:49:57,b,1,22.0
A002861,S035,Q0065,ML,1.0,2026-08-30 22:49:57,b,1,-5.0
A000018,S001,Q0026,Data_Structures,2.0,2026-08-30 22:55:57,a,1,
A001311,S016,Q0130,NLP,2.0,2026-08-30 23:00:57,a,1,22.0
A002948,S036,Q0061,ML,3.0,2026-08-30 23:05:57,c,0,55.0
A002629,S032,Q0119,LSTM,4.0,2026-08-30 23:26:57,d,0,59.0
A001545,S019,Q0080,Neural_Networks,2.0,2026-08-30 23:46:57,a,1,31.0
A000184,S003,Q0101,RNN,1.0,2026-08-30 23:57:57,b,1,-5.0
A001466,S018,Q0072,ML,5.0,2026-08-31 00:02:57,c,0,76.0
A002952,S036,Q0033,Data_Structures,2.0,2026-08-31 00:20:57,a,0,34.0
A001385,S017,Q0004,Math_Basics,2.0,2026-08-31 00:25:57,b,1,22.0
A002627,S032,Q0052,AI_Basics,3.0,2026-08-31 00:38:57,a,0,39.0
A003113,S038,Q0122,NLP,5.0,2026-08-31 00:46:57,c,0,52.0
A001382,S017,Q0052,AI_Basics,3.0,2026-08-31 00:49:57,b,1,21.0
A002207,S027,Q0091,CNN,2.0,2026-08-31 00:54:57,b,1,26.0
A000102,S002,Q0035,Data_Structures,4.0,2026-08-31 00:58:57,c,1,33.0
A002947,S036,Q0104,RNN,2.0,2026-08-31 01:07:57,d,0,42.0
A000103,S002,Q0064,ML,1.0,2026-08-31 01:16:57,a,1,24.0
A001387,S017,Q0098,RNN,4.0,2026-08-31 01:16:57,a,1,27.0
A002785,S034,Q0050,AI_Basics,3.0,2026-08-31 01:17:57,b,1,47.0
A001635,S020,Q0060,AI_Basics,1.0,2026-08-31 01:20:57,b,1,26.0
A001877,S023,Q0073,Neural_Networks,5.0,2026-08-31 01:21:57,b,0,52.0
A001310,S016,Q0012,Math_Basics,4.0,2026-08-31 01:22:57,a,1,52.0
A002048,S025,Q0044,Statistics,3.0,2026-08-31 01:23:57,c,1,35.0
A001549,S019,Q0069,ML,5.0,2026-08-31 01:26:57,a,1,44.0
A002293,S028,Q0032,Data_Structures,5.0,2026-08-31 01:45:57,d,0,82.0
A003117,S038,Q0071,ML,3.0,2026-08-31 01:53:57,c,0,45.0
A000105,S002,Q0021,Python,5.0,2026-08-31 01:54:57,a,0,55.0
